chr1	2975000	3025000	0.01662
chr1	3025000	3075000	0.0398
chr1	3075000	3125000	0.03742
chr1	3125000	3175000	0.03852
chr1	3175000	3225000	0.03784
chr1	3225000	3275000	0.0365
chr1	3275000	3325000	0.03948
chr1	3325000	3375000	0.0374
chr1	3375000	3425000	0.03826
chr1	3425000	3475000	0.03736
chr1	3475000	3525000	0.03824
chr1	3525000	3575000	0.04002
chr1	3575000	3625000	0.0366
chr1	3625000	3675000	0.04312
chr1	3675000	3725000	0.0327
chr1	3725000	3775000	0.03762
chr1	3775000	3825000	0.03618
chr1	3825000	3875000	0.03656
chr1	3875000	3925000	0.03628
chr1	3925000	3975000	0.03406
chr1	3975000	4025000	0.04076
chr1	4025000	4075000	0.03712
chr1	4075000	4125000	0.03834
chr1	4125000	4175000	0.0369
chr1	4175000	4225000	0.03668
chr1	4225000	4275000	0.03704
chr1	4275000	4325000	0.0316
chr1	4325000	4375000	0.03856
chr1	4375000	4425000	0.04146
chr1	4425000	4475000	0.04116
chr1	4475000	4525000	0.04944
chr1	4525000	4575000	0.04888
chr1	4575000	4625000	0.04496
chr1	4625000	4675000	0.04096
chr1	4675000	4725000	0.0431
chr1	4725000	4775000	0.04492
chr1	4775000	4825000	0.04926
chr1	4825000	4875000	0.04782
chr1	4875000	4925000	0.04506
chr1	4925000	4975000	0.04318
chr1	4975000	5025000	0.0474
chr1	5025000	5075000	0.04378
chr1	5075000	5125000	0.04814
chr1	5125000	5175000	0.04108
chr1	5175000	5225000	0.04126
chr1	5225000	5275000	0.0443
chr1	5275000	5325000	0.04062
chr1	5325000	5375000	0.04116
chr1	5375000	5425000	0.03528
chr1	5425000	5475000	0.03684
chr1	5475000	5525000	0.03504
chr1	5525000	5575000	0.03838
chr1	5575000	5625000	0.03864
chr1	5625000	5675000	0.0365
chr1	5675000	5725000	0.03386
chr1	5725000	5775000	0.03778
chr1	5775000	5825000	0.04202
chr1	5825000	5875000	0.03538
chr1	5875000	5925000	0.03838
chr1	5925000	5975000	0.03576
chr1	5975000	6025000	0.03696
chr1	6025000	6075000	0.03696
chr1	6075000	6125000	0.03898
chr1	6125000	6175000	0.04432
chr1	6175000	6225000	0.04414
chr1	6225000	6275000	0.04062
chr1	6275000	6325000	0.03786
chr1	6325000	6375000	0.0411
chr1	6375000	6425000	0.0442
chr1	6425000	6475000	0.05002
chr1	6475000	6525000	0.0395
chr1	6525000	6575000	0.03656
chr1	6575000	6625000	0.0357
chr1	6625000	6675000	0.039
chr1	6675000	6725000	0.03854
chr1	6725000	6775000	0.03842
chr1	6775000	6825000	0.03854
chr1	6825000	6875000	0.04118
chr1	6875000	6925000	0.03916
chr1	6925000	6975000	0.0399
chr1	6975000	7025000	0.04106
chr1	7025000	7075000	0.04418
chr1	7075000	7125000	0.04566
chr1	7125000	7175000	0.0416
chr1	7175000	7225000	0.04292
chr1	7225000	7275000	0.0379
chr1	7275000	7325000	0.04412
chr1	7325000	7375000	0.04514
chr1	7375000	7425000	0.0376
chr1	7425000	7475000	0.033
chr1	7475000	7525000	0.03888
chr1	7525000	7575000	0.03578
chr1	7575000	7625000	0.03968
chr1	7625000	7675000	0.03728
chr1	7675000	7725000	0.03706
chr1	7725000	7775000	0.03404
chr1	7775000	7825000	0.03666
chr1	7825000	7875000	0.03564
chr1	7875000	7925000	0.03654
chr1	7925000	7975000	0.03996
chr1	7975000	8025000	0.03858
chr1	8025000	8075000	0.0416
chr1	8075000	8125000	0.03524
chr1	8125000	8175000	0.04272
chr1	8175000	8225000	0.0427
chr1	8225000	8275000	0.03778
chr1	8275000	8325000	0.03458
chr1	8325000	8375000	0.03222
chr1	8375000	8425000	0.03466
chr1	8425000	8475000	0.03562
chr1	8475000	8525000	0.03332
chr1	8525000	8575000	0.03386
chr1	8575000	8625000	0.0324
chr1	8625000	8675000	0.03926
chr1	8675000	8725000	0.03868
chr1	8725000	8775000	0.0328
chr1	8775000	8825000	0.03926
chr1	8825000	8875000	0.0369
chr1	8875000	8925000	0.03396
chr1	8925000	8975000	0.0396
chr1	8975000	9025000	0.03364
chr1	9025000	9075000	0.03636
chr1	9075000	9125000	0.035
chr1	9125000	9175000	0.0339
chr1	9175000	9225000	0.03884
chr1	9225000	9275000	0.03866
chr1	9275000	9325000	0.04068
chr1	9325000	9375000	0.03564
chr1	9375000	9425000	0.03764
chr1	9425000	9475000	0.03808
chr1	9475000	9525000	0.03698
chr1	9525000	9575000	0.05214
chr1	9575000	9625000	0.0469
chr1	9625000	9675000	0.04476
chr1	9675000	9725000	0.04184
chr1	9725000	9775000	0.04418
chr1	9775000	9825000	0.04914
chr1	9825000	9875000	0.04828
chr1	9875000	9925000	0.0453
chr1	9925000	9975000	0.05174
chr1	9975000	10025000	0.0484
chr1	10025000	10075000	0.04768
chr1	10075000	10125000	0.04406
chr1	10125000	10175000	0.0461
chr1	10175000	10225000	0.03836
chr1	10225000	10275000	0.04472
chr1	10275000	10325000	0.04208
chr1	10325000	10375000	0.03866
chr1	10375000	10425000	0.03996
chr1	10425000	10475000	0.0401
chr1	10475000	10525000	0.03912
chr1	10525000	10575000	0.0365
chr1	10575000	10625000	0.03966
chr1	10625000	10675000	0.03642
chr1	10675000	10725000	0.04424
chr1	10725000	10775000	0.04424
chr1	10775000	10825000	0.04184
chr1	10825000	10875000	0.03912
chr1	10875000	10925000	0.04138
chr1	10925000	10975000	0.04078
chr1	10975000	11025000	0.0451
chr1	11025000	11075000	0.04074
chr1	11075000	11125000	0.0386
chr1	11125000	11175000	0.0392
chr1	11175000	11225000	0.04092
chr1	11225000	11275000	0.04168
chr1	11275000	11325000	0.03726
chr1	11325000	11375000	0.03936
chr1	11375000	11425000	0.04122
chr1	11425000	11475000	0.03742
chr1	11475000	11525000	0.03602
chr1	11525000	11575000	0.03916
chr1	11575000	11625000	0.0388
chr1	11625000	11675000	0.04214
chr1	11675000	11725000	0.03612
chr1	11725000	11775000	0.03848
chr1	11775000	11825000	0.03868
chr1	11825000	11875000	0.03576
chr1	11875000	11925000	0.03704
chr1	11925000	11975000	0.04046
chr1	11975000	12025000	0.03746
chr1	12025000	12075000	0.03928
chr1	12075000	12125000	0.03648
chr1	12125000	12175000	0.03672
chr1	12175000	12225000	0.0376
chr1	12225000	12275000	0.03714
chr1	12275000	12325000	0.03768
chr1	12325000	12375000	0.03942
